Origin/Destination,start station name,Route,start station latitude,start station longitude
Origin,Sip Ave,Sip Ave_to_Morris Canal,40.73080291,-74.06383413
Destination,Morris Canal,Sip Ave_to_Morris Canal,40.71241882,-74.03852552
Origin,Sip Ave,Sip Ave_to_Newark Ave,40.73080291,-74.06383413
Destination,Newark Ave,Sip Ave_to_Newark Ave,40.72152515,-74.04630454
Origin,Sip Ave,Sip Ave_to_Newport PATH,40.73080291,-74.06383413
Destination,Newport PATH,Sip Ave_to_Newport PATH,40.7272235,-74.0337589
Origin,Sip Ave,Sip Ave_to_Newport Pkwy,40.73080291,-74.06383413
Destination,Newport Pkwy,Sip Ave_to_Newport Pkwy,40.7287448,-74.0321082
Origin,Sip Ave,Sip Ave_to_Oakland Ave,40.73080291,-74.06383413
Destination,Oakland Ave,Sip Ave_to_Oakland Ave,40.7376037,-74.0524783
Origin,Sip Ave,Sip Ave_to_Paulus Hook,40.73080291,-74.06383413
Destination,Paulus Hook,Sip Ave_to_Paulus Hook,40.7141454,-74.0335519
Origin,Sip Ave,Sip Ave_to_Pershing Field,40.73080291,-74.06383413
Destination,Pershing Field,Sip Ave_to_Pershing Field,40.74267714,-74.05178863
Origin,Sip Ave,Sip Ave_to_Riverview Park,40.73080291,-74.06383413
Destination,Riverview Park,Sip Ave_to_Riverview Park,40.7443187,-74.0439909
Origin,Sip Ave,Sip Ave_to_Sip Ave,40.73080291,-74.06383413
Destination,Sip Ave,Sip Ave_to_Sip Ave,40.73088112,-74.06389931
Origin,Sip Ave,Sip Ave_to_Union St,40.73080291,-74.06383413
Destination,Union St,Sip Ave_to_Union St,40.7182113,-74.0836394
Origin,Sip Ave,Sip Ave_to_Van Vorst Park,40.73080291,-74.06383413
Destination,Van Vorst Park,Sip Ave_to_Van Vorst Park,40.71848892,-74.04772663
Origin,Sip Ave,Sip Ave_to_Warren St,40.73080291,-74.06383413
Destination,Warren St,Sip Ave_to_Warren St,40.7211236,-74.03805095
Origin,Sip Ave,Sip Ave_to_Washington St,40.73080291,-74.06383413
Destination,Washington St,Sip Ave_to_Washington St,40.7242941,-74.0354826
Origin,Sip Ave,Sip Ave_to_York St,40.73080291,-74.06383413
Destination,York St,Sip Ave_to_York St,40.71649,-74.04105
